artist,genre
OMI,"reggae, electronic, hardcore, dance, jamaican, pop, Gabber, hardcore techno, Mainstream Hardcore, jamaica"
JP Cooper,"soul, pop, folk, singer-songwriter, british, All, indie, Great Britain, english, United Kingdom"
The White Stripes,"rock, alternative rock, alternative, indie, indie rock, Garage Rock, blues rock, blues, american, garage"
Auli'i Cravalho,"Disney, pop, Soundtrack, USA, female vocalists, musical, rnb, hawaii, United States, All"
Bebe Rexha,"pop, female vocalists, electronic, singer-songwriter, alternative, american, indie, USA, electropop, my top songs"
The Rubens,"indie, rock, australian, blues, indie rock, soul, blues rock, alternative rock, alternative, Garage Rock"
"ZHU, Skrillex, THEY.",
"Matoma, Becky Hill",
Vice,"hardcore, hard rock, post-punk, heavy metal, techno, hardcore punk, punk, new wave, Glam Metal, hair metal"
"Marc E. Bassy, G-Eazy",
"Macklemore, Ryan Lewis, Grandmaster Melle Mel",
"Bob Marley & The Wailers, LVNDSCAPE, Bolier",
Golden Features,"australian, deep house, trap, electronic, dark house, House, good, future house, All, australia"
"Drake, Future",
Martin Jensen,"House, dance, tropical house, danish, All, electronic, martin jensen, denmark, si, EDM"
Gnarls Barkley,"funk, soul, Hip-Hop, alternative, hip hop, pop, american, electronic, Neo-Soul, alternative hip-hop"
Chris Brown,"rnb, Hip-Hop, Chris Brown, rap, hip hop, pop, r&b, male vocalists, dance, american"
Wiz Khalifa,"Hip-Hop, rap, hip hop, underground hip-hop, pittsburgh, american, Wiz Khalifa, Hip Hop/Rap, east coast rap, East Coast"
RÜFÜS DU SOL,
"Nicki Minaj, Mike WiLL Made-It",
"Young Thug, Travis Scott",
Red Hot Chili Peppers,"rock, alternative rock, Funk Rock, alternative, funk, american, 90s, Red Hot Chili Peppers, California, punk"
Duke Dumont,"House, electronic, electro, deep house, british, dance, All, Hip-Hop, tech house, techno"
Mark Forster,"german, singer-songwriter, soul, deutsch, male vocalists, pop, germany, indie, Radio, male singer"
Alle Farben,"electronic, minimal, minimal techno, Berlin, german, elektro, techno, All, House, golden gate"
"Sean Paul, Dua Lipa",
Lost Frequencies,"deep house, electronic, dance, House, belgian, pop, All, Belgium, lost frequencies, dj"
ALMA,"pop, finnish, french, france, female vocalists, Eurovision, electronic, Eurovision 2017, finland, electropop"
Pizzera & Jaus,"poprock, deutsch, austrian, Austria, austropop, pizzera und jaus, oestereich"
"Felix Jaehn, ALMA",
"Bonez MC, RAF Camora, Maxwell",
KC Rebell,"Deutschrap, rap, german, Hip-Hop, germany, Gangsta Rap, toy, mixed-deutschrap, strassenrap"
257ers,"rap, Deutschrap, hip hop, german, akk, Hip-Hop, funny, Essen, german hip-hop, zweckreim massaker"
Pentatonix,"a cappella, pop, futuristic, the sing off, a capella, covers, USA, Acapella, american, female vocalists"
James Hersey,"indie, Austria, electropop, electronic, austrian, live gesehen, male vocalists, james hersey"
"Bonez MC, RAF Camora","rap, Hip-Hop, rap auf deutsch, germany"
"Burak Yeter, Danelle Sandoval",
Miami Yacine,"rap, hip hop, german, Hip-Hop, Deutschrap, mixed-deutschrap"
A R I Z O N A,"pop, electronic, synth, indietronica, american, electropop, rock, indie, dance, electronica"
Imany,"soul, jazz, folk, french, singer-songwriter, female vocalists, blues, french soul, folk-soul, pop"
"Lil Kleine, Ronnie Flex",
"RHODES, Felix Jaehn",
Andreas Gabalier,"volksmusik, Austria, Andreas Gabalier, austrian, folk, Schlager, balladen, All, pop, rock"
LP,"indie, rock, synthpop, female vocalists, pop, electronic, indie rock, alternative, american, indie pop"
Seiler und Speer,"austrian, All, austropop, rock, Mundart, folk, comedy"
Wincent Weiss,"pop, german, germany, deutsch, male vocalists, Deutschpop, German Pop, german male vocalists, mixed-pop, dsds"
Disturbed,"Nu Metal, metal, hard rock, alternative, rock, alternative metal, heavy metal, american, Nu-metal, Disturbed"
"Kungs, Jamie N Commons",
"Alle Farben, Younotus",
Jennifer Lopez,"pop, rnb, latin, female vocalists, dance, american, jennifer lopez, latin pop, r&b, sexy"
"Seeb, Jacob Banks",
Robin Schulz,"electronic, dance, german, minimal, House, electro, deep house, germany, dj, Robin Schulz"
Nause,"House, dance, swedish, electronic, 2010s, electro house, Progressive House, All, 00s, backstreet boys"
Hitimpulse,"dance, electronic, EDM, trap"
Max Giesinger,"pop, german, singer-songwriter, acoustic, germany, indie rock, deutsch, DE, acoustic pop, male vocalists"
"Stereoact, Kerstin Ott",
The Strumbellas,"folk, indie rock, country, Canadian, indie, folk rock, Alt-country, indie folk, rock, canada"
"Yung Hurn, RIN",
Alvaro Soler,"pop, latin, spain, spanish, latin pop, the worst thing ever to happen to music, male vocalists, alternative, Pop Latino, not my cup of tea"
Spice Girls,"pop, 90s, british, female vocalists, dance, Spice Girls, Girl Groups, teen pop, dance-pop, britpop"
"Martin Solveig, Ina Wroldsen",
"Bonez MC, RAF Camora, Gzuz",
"Dimitri Vegas & Like Mike, Diplo, Deb’s Daughter",
Alligatoah,"rap, Deutschrap, hip hop, german, Hip-Hop, der beste rapper der welt, deutsch, German hip hop, underground, hiphop"
Journey,"classic rock, rock, hard rock, 80s, Progressive rock, AOR, american, soft rock, journey, arena rock"
Deorro,"House, dance, Progressive House, electronic, club, american, electro house, electro, Deorro, melbourne bounce"
Robbie Williams,"pop, britpop, british, rock, male vocalists, pop rock, robbie williams, singer-songwriter, 90s, alternative"
Helene Fischer,"Helene Fischer, Schlager, Deutsche Schlager, deutsch, german, Und morgen frueh kuess ich Dich wach, female vocalists, pop, germany, volksmusik"
State of Sound,"dub, swedish, dance, alternative, EDM, drum'n'bass, pop, synthpop, state of sound, tropical house"
KREAM,"House, norwegian, dance, electronic, EDM, good, Norway, Korean, underground hip-hop, k-pop"
OneRepublic,"pop rock, rock, alternative, alternative rock, indie, pop, american, male vocalists, piano rock, OneRepublic"
"Gzuz, LX, Bonez MC, Maxwell",
SRTW,"House, electronic, Chill House, dance, piotr krasko w swojej mazurskiej posiadlosci"
Timeflies,"Hip-Hop, pop, electro-pop, rap, american, electronic, hip hop, dance, white rap, new jersey"
Janieck,"electronic, dutch, netherlands, NL"
Yvonne Catterfeld,"german, pop, deutsch, female vocalists, Deutschpop, Yvonne Catterfeld, germany, Schlager, deutschland, Deutschrock"
"Martin Solveig, Tkay Maidza","electronic, dance, tropical"
Trailerpark,"german, Deutschrap, hip hop, rap, Hip-Hop, Trailerpark, classic rock, crystal meth, deutsch, german hip-hop"
"Beginner, Gzuz, Gentleman",hip hop
"Mahmut Orhan, Sena Şener",
Hearts & Colors,"pop, Sweden, swedish, indie, cover, dance"
Glasperlenspiel,"german, pop, electronic, ambient, downtempo, female vocalists, germany, male vocalists, deutsch, indie"
Izzy Bizu,"soul, pop, british, rnb, female vocalists, r&b, Love, indie, acoustic, funk"
"Eminem, Nate Dogg","rap, Hip-Hop, hip hop, Eminem, pop, american, detroit, male vocalists, slim shady, Gangsta Rap"
Dean Lewis,"indie, pop, australian, singer-songwriter, indie pop, alternative, guitar, Sweet Songs, male vocalists, indie rock"
"DVBBS, CMC$",
Topic,"german, electronic, rap, Hip-Hop, House, hip hop, dance, newcomer, male, gangsta"
"Flo Rida, 99 Percent",
Michael Jackson,"pop, 80s, dance, soul, funk, king of pop, legend, michael jackson, american, rock"
